Don Ameche 
Olan Soule 
Robert Young
Jean Vander Pyl
Rhoda Williams
Ted Donaldson
Helen Strong
Eleanor Audley
Herb Vigran
Ed James
Paul West
Helen Strohm
Donald Briggs
Burt L. Standish
Lawson Zerby
Hal Studer
Army Recruitment
Henry Russell Orchestra
Hal Gibney
Jeff Chandler
Chad Remington
Reed Hadley
Ken Nordine 
Andy Williams
Ed Stevens 
Cass Daley Show
Fitch Shampoo Sundays
Cass Daley
Henry Russell
Elsie Hicks
Music Friendly Five
Friendly Fred
Request Plays
David Brinkley 
Hayes Gordon 
Peggy Brooks
Bob Gibson
George Riley
Vern Smith 
Phil Brito
Phil Davis
Simone Simon
Jay Jostyn
Whitey Henry
Jimmy Skrogie
Vickie Barrie 
Jerry Haendiges
Bruce Eells Syndicated
Johnny Murray 
Ken Brown
Karl Swenson
Father Brown 
Arnold Johnson
Robert Cummings
Rosalind Russell
Kay Lorraine
Paul Burrows
Stars Fred Waring
John P. Medbury
Rosemary Lane
Priscilla Lane
Tom Waring
Features Kay Thompson
Stuart Churchill
Gordon Goodman
Donna Dae
Glee Club
Cherterfield Time
Fred G. Clark
Flit Bug
Hal Kanner
Warren Lewis 
Tom Howard
Donald Novis
Gloria Grafton
Charles Henderson
Eddie Duchin Orchestra
Adolph Deutsch
Peter Hand Brewing
William Everett
Frank Fontaine
Lud Gluskin
Harry Cogan
William Players
Atlas Radio
William Farnum
Junior Chamber
Network Sustianed
Larry Finley
Harold Peary
Willard Waterman
Richard LeGrand
Georgia Ellis
Parley Baer
Norman Macdonnell Music
Rex Koury 
Roy Royan
George Walsh
Tom Hanley
Ray Kemper
Bill James 
George W. Trendle
Brett Reid
Dan Reid
John Reid
George W.
Al Hodge
Fran Striker
Donovan Faust
Robert Hall
Jack McCarthy
Virginia Stafford
Nelson Case
Jethro Dumont
Richard Aurandt
William Frug
Fulton Oursler
Warren Parker
Mark Loeb
Leonard Blair
Henry Denker 
William Stoess
Fanny Brice
Connie Boswe 
Edward Arnold
Bea Benadaret
Bob LeMond
Show GREEN 
Grantland Rice 
Philip Morris
David Rose
Guy Lombardo
Roy Shields
Milton J.
Dave Bale
Joseph M. White
Electric Sundays
George Byron
Jeff Alexander
Guthrie Guy
Harold Andrews Productions
Carleton Young
George E.
Beth Wilson
Mary Wilford
Mary Elizabeth
Wesson Oil
Irene Beasley
Happy Felton 
Peg La
Bruce Eells
James Hilton 
Phil Harper
Virginia Gregg
Herb Meadow
Sam Rolfe
Norman Macdonnell
Frank Paris
William Boyd
Peter Jones
Richard Thorne
Harold Turner 
Michael Redgrave
Captain Horatio Hornblower
Tom McAvity
Alfred Newman
Johnny Green
Raymond Massey 
Howard Barlowe 
Frank Black
Victor Young
Bill Hampton
Jerry Cooper
Ken Murray
William Powell
Herbert Marshall
George MacGarrett
Bob Backer
Fred Ibbet
Brewster Morgan
Benita Hume
Williard Waterman
Herbert Butterfield
Gloria Gordon 
Joseph Kearns
Gene Stone
Bill Danch 
Jack Meakin
Bob Lamond
Henry Morgan
Florence Halop
Charles Powers
Bernie Green
Joe Stein
Aaron Ruben
Carroll Moore
John Griggs
Roger Elliott
Ray Bloch Orchestra
Enric Madriguera
Micky Rooney
Lewis Stone
Walter Selinsky
Jim Bacus
Stan Lomax
JOHN BOLES
John Boles 
Harry Jackson 
Louella Parsons 
Hank Weaver
Phil Harris
Larry Burke
Taystee Bread Stars
Billy Jones
Ben Selvin
Sam Ross
Alice Lowe Miles
Sedley Brown 
Radio Listners
Texanne Nation
Merle Travis
Andy Holcomb
Jack Rogers
Joseph Callico Orchestra
Elaine Rogers
Barton Yarborough
Larry Page
Don Lange
Harold Keene
Dave Ellman
Charlie Butterworth
Ruby Mercer
Raymond Paige
Gordon T.
Chris Kenyon
John Heston
Frank Watanabe
Reginald Sharland
Sylvia Jones
Frederick Shield
Gertrude Berg
Joseph Buloff
Royal Crown Cola
George Sherton
Marian Morgan
William J.
Johnson Wax
Billy Mills
Uncle Jerry Show
Radio Features
Brunswick General Broadcasting Company
Art Linkletter 
Robert Gardner 
Charles Irving Announcer
Douglas Herald
Anne Bullen
Leonard Teale
Marshall Crosby
Margaret Christensen
Muriel Steinbeck
Barbara Lee
Pete Moss
Handy Hints
Marine Corps
Dana Andrews
Ken Nordine 
Himan Brown 
Johnson Till
Allen C.
Michael Raffetto
CARLTON E.
Walter Paterson
Russell Thorson
Jim Boles
Tony Randall
Charles Vanda 
Franklin P. Adams
John Kieran
Oscar Levant
Franklin P.
Summer Replacement Series
Harry McNaughton
Vinton Hayworth
Peggy Allenby
Charles Nevil
Pat Hosley
Paul Harrison
William Gargan
Winston Spencer
Douglas Kelly
John Stevenson
Coleen Collins
Martin Welden
Jerry Marshall Radio
Jay Stewart 
John Conte
Walter B.
Michael O'Shea
Stuart Jerome 
Hal Kemp
Mark Harris
Zelda Rihards
Dorothy Francis
Armen Harmen Announcer
Howard Ryder
Carl Jacobs 
Franklin Bresee
Jerry Walter
Clare Boreum
Norman Gottschalk
Jonathan Hale
Ken Nordine
Hugh Rowlands
Jack Webb
Wilms Herbert
Tracy MUSIC
Frank Graham
William Froug
Jimmy Durante
Xavier Cugat
Roy Bargy
Suzanne Ellers
Candy Candido
Ruth Etting
Tom Harman
Arthur Treacher
Peggy Lee
Howard Petrie
Ray Bargy
Vern Smith
George Hicks
Bob Gregor 
Ethel Shutta
Paul Small
Fran Fray
Dick Gardner
Dave Marshall
Grace Herbert
Mary Livingstone
Bob Gregor
Dick Canliffe
Andrea March
Don Bester
Jimmie Greer
Johnny Green 
Michael Bartlett
Phil Harris 
Larry Stevens
Don Wilson
Santa Claus
Matt Crowley
Franc Hale
Juano Hernandez
Irene Winston
Arthur Hughes
Jack Lloyd
Charles Flynn
Dragon Eye
Zambo Anga Adventure
Sheldon Leonard
Judy Canova
Johnny Desmond
Paul Nero
Jimmy Dorsey
Perry Botkin
Charles Dant
Fred Fox
Joe Penner 
Joe Penner
Joy Hodges
Gene Austin 
Jimmy Grier
Biltmore Bowl
Jacques Reynard
Ken Stevens
Jerry Fielding
Trudy Erwin
Carol Richards
Dave Willock
Norma Jean
Freddie Martin
Jack Haley
Wendy Barrie
Lucille Ball
Virginia Verrill
Sharlie Cliff Hall
Tommy Dorsey
Eythe Wright
Fred Allen Show
James Melton
Pat Butrum Marian
Jack Halloran Quartet
Frank Worth
Buddy Clark
Jack Barry Announcer
John Charles
Victor Young Orchestra
Ruth Perrott
Lillian Lee
Mel Blanc. 
Paul Franklin
Jay Summers
Harry S. Goodman
Mary McConnell
Harry Hickox
Bob Mitchell
Music Society
JOHN STEELE
Stars Don
Eddie Dunn
Jackie Hill
Jack Connor
Jimmie Walker
Starlet Home
Hollywood Gossip
Joan Davis
Hans Conried
Cigars Fridays
Joan Davis 
JOHN CAMERON
JOHN J.
JOHN W.
John Nesbit
Tony Leonard
Bill Jacoby 
Henry Garson 
George O'Hanlon
Marcie McGuire
Jimmy Doolittle
Jack Smith 
Camel Cigarettes
Cartoon Time
San Francisco
Bill Steinke
Radio Station
John Brown Announcer
Lenny Conn
Martha Stewart 
Leonard L. Levinson
Jimmy Blade
Billy Reed
Jack Barry
Network Ward Banking
Ruth Yorke
Jane Arden
Henry Wadsworth
Bill Baar
Frank Provo
Lee Coast Federal Savings
Jimmy Carroll
Ted Dale Orchestra
Lucky Strike
Jane Froman Show
Chesterfield Music Shop
Ann Seymore
Elliott Lewis 
Paul Whiteman Show
Mary Martin
Victor Borge
Edward Everett
Kay Kysar
Harry Babbitt
Bruce Kamman
Johnny Wolf
Marian Jordon
Jim Jordan
Merrill Fugit
Sidney Ellstrom
Billy White
Kate Smith Announcer
Ribbon Beer
Buddy Cole
Salt Lake City AC
Jonathan James
John M Kennedy
Milton Berle 
Harry Salter
Lux Radio
Sol Stein
Larry Goldwyn
Standard Radio Advertising Company
Kay Kyser Orchestra
Sully Mason
Wildroot Saturdays
Artie Smith 
Joe Twarpt
Martin Gabel
Estelle Levy
Burtrand Russell
African Series 
Charles Fredrick
Bob Bailey
Eddie Firestone
Francis Robinson
Owen Vinson
Virginia Gregg 
Harry S. Goodman Radio
Earle Graser
William Bendix
Paula Winslow
Scotty Beckett
Sharon Douglas
Conrad Binyon 
William Bendix 
Carrol Naish
Jody Gilbert
Gil Stratton
Joe Forte
James Harvey 
Robert Warren
Grace Keddy
Barry Thomson
Marilyn Erskine
Alexander Scourby
Martha Roundtree Sort
Arthur Conan
Kevin McHugh
Gerald Harper
Peggy Wells
Betty Davies 
John Hodiak 
Louella Parsons Announcer
Maxie Rosenbloom
John Marshall
John Moore 
Bill Johnstone
Wally Maher
Elliott Lewis 
Jack Moyles
Done Cope
Theodora Yates
Jack Hasty
Brian Byrne
Ed Sherry
David Victor
Les Paul Trio
Mary Ford
Carleton Kadell
Earl Stanly
Hewson CHILDREN
Stan Laurel
Oliver Hardy 
Art Lewis 
Norm Keil
Mary Ann
Frank Danzig
Milton Berle Show
Milton Berle Stars
Joe Bessor
Michicgn Production
Del Courtney
Lenny Herman
Durward Kirby
Les Damon
Michael Lanyard
Lanyard Butler
Frank Danzig 
Walter Coy
Jay Novello
Lifebuoy Show
Phil Regan
Russ Morgan
Al Sack
Vincent Lopez
John St.
Wilbur Hatch Orchestra
Clark Ross
Cabin Surip
Lanny Ross
Richard Willis Announcer
Marvin 'Smokey
Lee Simms
Don Pardo 
Lucky U Ranch
Quick Elastic
Shug Fisher
Frankie Mathena
Diamond Horsehoe
Network MGM Studios
Frederick Chase Taylor
Milton Brown 
Robert A. Arthur
Victor Jory Evolved
Mario Lanza
Giselle MacKensie
Ray Sinatra
Bill Baldwin Summer
Robert Benchley
Beryl Vaughn Agatha
Fran Allison
Cliff Soubier
Uncle Louie
Evelyn Varden
Pert Kelton
Eric Dressler
Frank De Vol Orchestra
Tony La Frano
Myrtle Vail
Donna Dameral
Gene Kretzinger
Alice Goodkin
Ray Hedge
Richard Keith
Peter Lorre
Raymond Morgan
Robert Newman
Elspeth Eric
Barry Kroeger
Santos Orteg
Ken Thurston
Leon Belasco
Dick Woolen 
Basil Adlam
Mr. Chameleon
Marshall Hestor Productions
Martin C.
Howard Agg
Bob Denton 
Jessica Tandy
Hume Cronyn
Denise Alexander
William Redfield
David Anerson
David Phefer
Walt Disney
Mickey Mouse
Thelma Boardman
Stuart Buchanan
Clarence Nash
Donald Duck
Felix Mills Orchestra
Bill Demling
Ann Sothern
Maisie Revere
Frank Gallop
Nat Hiken
Mary Shipp
Jack Albertson
Billy Sands 
Al Kelly
Allen Roth
Kay Armen
Lionel Barrymore
Monty Woolley
Anne Seymour
Don Pardo
Marie Wilson
Cathy Lewis
Leif Erickson
Richard Denning
Bea Benaderat
Bob Carroll Jr.
Dean Martin
Jerry Lewis
Robert L. Redd
Dick Mack 
Ed Simmons
Kolynos Thursdays
Charles Arlington
Don W. Sharp
MR. DISTRICT
MR. AND
Marvin Caplin
Fred Archer
Tommy Bernard
Barbara Whiting
Carroll Carroll
Lorne Greene
Vincent Price
Cicely Tyson
Leonard Nemoy
John Harlen 
Paul Baron
Sarah Selby
Howard Duff
Wendell Corey
Dan McGarry
Peggy Conklin
Kitty Archer 
Roger Pryor
George Gershwin 
Scrapy Lambert
Lemont Johnson 
Joseph Curtin
Jerry North 
Barbara Britton
Jerry North Serilized
Felix Greenfield
Joseph Stopak
Charles F.
John Bodet
Henri Nosco
George Fisher
Dave Rose
John Gibson
Paul Frees 
Carlo De
Sondra Gair
Bill Conrad
Murray Wagner
Milton Charles
Allen Ludden
Carl Warren
Art Van
Noel B. Gerson
Tiney Ruffner
Elizabeth Morgan
Florence McMichael
Bruno Zurato
Tex Williams
Frank Quayle
Cliff Arquette
Gale Storm
Charles Ferrell
Donald Cook
Martin Huston 
Marion Morgan
Billy Liebert
Virginia Bruce
Johnny Jacobs 
Rube Bloom
Bob Houston
Harry Berge 
Carmen Maston
Chesterfield Time
Evelyn Lynn
Lew X.
Stars Edmund Breeze
Uncle Ed
Charles Lowrey 
Jess Kirkpatrick
Gorden T.
Merv Griffin
Music Shop
Merv Griffin Sings
Features Russ Morgan
Texas Quality Network Imperial
Don Gordon
Features Guy Lombardo
Lind Casey
Ernest Whitman
Les Thompson
Nickodemus Brown
Salt Lake City
Bob Reese
Charles W Hamp Show
Charles W
Williams Company
Nero Wolfe
Francis X Bushman
Sidney Greenstreet
Edwin Fadiman
Donald Wilson
Randy Stone
Culver City
Luther Kranst
Frederick Hand
Henry Ramer
Luther Kranst 
Lon Clark
Helen Chaote
John Kane Air
Charlotte Manson
David Harmon 
Chick Vinson
Deane Randall
Annual Institute
Walter Damrosh
Eva Le
JOHN NORMAN
Toni Darney
Karl Weber
Frank Gill
Tommy Riggs
Tomorrow Finding Stardom
Lucille Norman
Phil Ohman
Margaret Hart. Announcer
Howard Wiley
John Kraft
Wendell Niles
Elliott Theme
Vern Surry
Morris Surdin
John Galbraith
James Edward
Gil Doud Music Otto
Norman Corwin
Harriet Nelson
David Nelson
Connie Brooks
Arden Philip Boynton
Dick Crenna Stretch Snodgrass
Leonard Smith 
Jane Morgan Harriet Conklin
Osgood Conklin
Larry Be
Al Lewis 
Peter Elliot Page
David Duse
Alien Invaders
Charles E. Fuller
George Broadbent 
Arline Blackburn
Betty Caine
Januce Golbert
Margaret Anglin
Effie Palmer
Richard Gordon
Ole Olsen
Chick Johson
James Van
Jack Hilty 
Wally Meyer
Chuck Davis
Edward Ellis
Opie Cates
Francis X. Bushman
Barbara Fuller
Rozwell Rogers
Joel Malone
Sammy Kaye
Ben Morris
Jack Lewis
Peter Cook
Bob Lawrence
Jack Teagarden
Joan Edwards
Eugenie Baird
Johnny Thompson
Joe Moony Quartet
Ward Byron
Van Heflin
Detmar Poppen
Vic Irwin
Nat Shilkret
Jimmy Blair
Jane Rhodes
Alice Faye
Jeanine Rose
Walter Scharf
Bill Forman
Charles Boyer
JOHNSON WAX
Veola Vonn
Jeanne Bates
Tudor Owen
Hy Averback
Rolfe Sudan
Paul Wing
Captain Better
John Emery 
Mitzi Green
Larry Brooks 
Sylvin Levin
Richard Breen
James Moser
Dick Cathcart
Marty Matlock
Ray Schneider
Bill Newman
Marty Carb
Nick Fatool
Bud Collyer
Josef Bonime
Larry Dobkin
Milton W. Charles
Ben Wright
William E.
Henry James Morgan
Part Barnes 
John Nesbitt
Johnsons Wax
Mary Lee Robb
Gale Gordon
Kyle Kimbrough
Claire Walsh
JOHN HANCOCK
Donn Reed
Stars Lucille
Philip J. Meany FOR
John L.
Stephen Barlay Stars
Ian Hendry
Toby Robins
Paul Hardwick
Ed Welch
Ron Ashbury
Sought African
Bill Cody
Pat O'Brien
Bill Bender 
Stephen C.
Hunt Stromberg
Peter Leeds
Bob Sweeney
Ray Buffum
Russell Case
Bob Millimad
Oliver Daniels
Bud Vandover
Robin Sisters
Allen Massey
Sandiego State
Kay Loraine
Paula Kelly
Bob Kennedy Music
Dick Brown
Joe Kelly
John Lewellen 
Louis G. Cowan
Jack Callahan
Forrest Owen
Riley Jackson 
Roger Krupp
Helbros Watch Company
William F.
Aldrich Family
Dale Crowley
Rexall Drug Co
Richard Diamond
Helen Asher
Harry W.
Richard P.
Deems Taylor
Abel Green 
Bob Johnston
Hi Lo Jack
Georgia Gibbs
Gordon MacRae 
Norman Corman 
Edwin Balmer 
Anita Ellis
Pat McGeehan
George Raft 
